game_id,season,week,site,kickoff_local,temp,wind,gust,precip
2014_15_TB_CAR,2014,15,CAR,2014-12-14 13:00:00,52.2,1.8,9.4,0.0
2014_16_CLE_CAR,2014,16,CAR,2014-12-21 13:00:00,46.9,4.0,11.9,0.0
2014_18_ARI_CAR,2014,18,CAR,2015-01-03 16:00:00,50.2,2.6,10.1,0.008
2015_02_HOU_CAR,2015,2,CAR,2015-09-20 13:00:00,86.6,2.4,14.5,0.0
2015_03_NO_CAR,2015,3,CAR,2015-09-27 13:00:00,64.2,11.2,21.7,0.008
2015_07_PHI_CAR,2015,7,CAR,2015-10-25 20:00:00,68.9,2.5,5.4,0.0
2015_08_IND_CAR,2015,8,CAR,2015-11-02 20:00:00,61.5,7.1,12.5,0.0
2015_09_GB_CAR,2015,9,CAR,2015-11-08 13:00:00,52.3,7.5,19.7,0.0
2015_11_WAS_CAR,2015,11,CAR,2015-11-22 13:00:00,47.4,9.2,22.1,0.0
2015_14_ATL_CAR,2015,14,CAR,2015-12-13 13:00:00,65.0,3.8,10.3,0.0
2015_17_TB_CAR,2015,17,CAR,2016-01-03 16:00:00,51.8,3.6,9.8,0.0
2015_19_SEA_CAR,2015,19,CAR,2016-01-17 13:00:00,42.4,6.7,20.4,0.0
2015_20_ARI_CAR,2015,20,CAR,2016-01-24 18:00:00,41.5,2.9,8.7,0.0
2016_02_SF_CAR,2016,2,CAR,2016-09-18 13:00:00,85.5,3.4,10.7,0.0
2016_03_MIN_CAR,2016,3,CAR,2016-09-25 13:00:00,85.8,2.6,12.3,0.0
2016_05_TB_CAR,2016,5,CAR,2016-10-10 20:00:00,60.2,4.2,7.8,0.0
2016_08_ARI_CAR,2016,8,CAR,2016-10-30 13:00:00,80.3,5.8,14.5,0.0
2016_10_KC_CAR,2016,10,CAR,2016-11-13 13:00:00,54.1,0.4,8.3,0.008
2016_11_NO_CAR,2016,11,CAR,2016-11-17 20:00:00,59.0,4.0,7.4,0.0
2016_14_SD_CAR,2016,14,CAR,2016-12-11 13:00:00,38.5,2.8,11.4,0.0
2016_16_ATL_CAR,2016,16,CAR,2016-12-24 13:00:00,55.3,6.5,17.4,0.004
2017_02_BUF_CAR,2017,2,CAR,2017-09-17 13:00:00,80.7,5.0,13.2,0.0
2017_03_NO_CAR,2017,3,CAR,2017-09-24 13:00:00,84.3,9.4,20.1,0.0
2017_06_PHI_CAR,2017,6,CAR,2017-10-12 20:00:00,71.4,9.9,11.6,0.012
2017_09_ATL_CAR,2017,9,CAR,2017-11-05 13:00:00,64.6,3.4,9.6,0.0
2017_10_MIA_CAR,2017,10,CAR,2017-11-13 20:00:00,50.7,10.7,17.2,0.0
2017_14_MIN_CAR,2017,14,CAR,2017-12-10 13:00:00,39.6,5.4,15.2,0.0
2017_15_GB_CAR,2017,15,CAR,2017-12-17 13:00:00,47.5,4.3,11.6,0.0
2017_16_TB_CAR,2017,16,CAR,2017-12-24 13:00:00,56.4,5.6,16.3,0.0
2018_01_DAL_CAR,2018,1,CAR,2018-09-09 16:00:00,82.2,8.2,19.2,0.008
2018_03_CIN_CAR,2018,3,CAR,2018-09-23 13:00:00,80.2,3.0,9.6,0.008
2018_05_NYG_CAR,2018,5,CAR,2018-10-07 13:00:00,78.8,2.7,9.2,0.004
2018_08_BAL_CAR,2018,8,CAR,2018-10-28 13:00:00,60.1,10.2,22.8,0.0
2018_09_TB_CAR,2018,9,CAR,2018-11-04 13:00:00,59.0,7.3,17.0,0.0
2018_12_SEA_CAR,2018,12,CAR,2018-11-25 13:00:00,50.3,1.6,8.5,0.0
2018_15_NO_CAR,2018,15,CAR,2018-12-17 20:00:00,47.6,5.1,8.1,0.0
2018_16_ATL_CAR,2018,16,CAR,2018-12-23 13:00:00,48.0,3.5,11.2,0.0
2019_01_LA_CAR,2019,1,CAR,2019-09-08 13:00:00,86.8,1.5,11.6,0.0
2019_02_TB_CAR,2019,2,CAR,2019-09-12 20:00:00,88.3,5.5,4.9,0.0
2019_05_JAX_CAR,2019,5,CAR,2019-10-06 13:00:00,75.7,4.1,12.5,0.0
2019_09_TEN_CAR,2019,9,CAR,2019-11-03 13:00:00,53.6,3.9,14.8,0.0
2019_11_ATL_CAR,2019,11,CAR,2019-11-17 13:00:00,50.0,11.5,24.4,0.0
2019_13_WAS_CAR,2019,13,CAR,2019-12-01 13:00:00,62.9,18.5,32.4,0.012
2019_15_SEA_CAR,2019,15,CAR,2019-12-15 13:00:00,53.3,5.7,14.1,0.0
2019_17_NO_CAR,2019,17,CAR,2019-12-29 13:00:00,65.8,12.2,22.1,0.008
2020_01_LV_CAR,2020,1,CAR,2020-09-13 13:00:00,79.1,2.7,11.4,0.0
2020_04_ARI_CAR,2020,4,CAR,2020-10-04 13:00:00,67.0,5.9,16.6,0.0
2020_06_CHI_CAR,2020,6,CAR,2020-10-18 13:00:00,62.1,3.5,12.5,0.0
2020_08_ATL_CAR,2020,8,CAR,2020-10-29 20:00:00,74.3,10.7,29.1,0.028
2020_10_TB_CAR,2020,10,CAR,2020-11-15 13:00:00,70.4,14.2,31.3,0.0
2020_11_DET_CAR,2020,11,CAR,2020-11-22 13:00:00,59.2,2.5,7.8,0.0
2020_14_DEN_CAR,2020,14,CAR,2020-12-13 13:00:00,61.3,7.8,17.2,0.0
2020_17_NO_CAR,2020,17,CAR,2021-01-03 16:00:00,53.0,8.9,18.1,0.004
2021_01_NYJ_CAR,2021,1,CAR,2021-09-12 13:00:00,83.8,3.5,15.2,0.0
2021_02_NO_CAR,2021,2,CAR,2021-09-19 13:00:00,85.1,7.6,21.5,0.0
2021_05_PHI_CAR,2021,5,CAR,2021-10-10 13:00:00,77.1,10.5,21.9,0.0
2021_06_MIN_CAR,2021,6,CAR,2021-10-17 13:00:00,63.5,7.6,17.9,0.0
2021_09_NE_CAR,2021,9,CAR,2021-11-07 13:00:00,57.7,13.0,25.5,0.0
2021_11_WAS_CAR,2021,11,CAR,2021-11-21 13:00:00,57.2,2.8,10.1,0.0
2021_14_ATL_CAR,2021,14,CAR,2021-12-12 13:00:00,48.9,9.1,20.4,0.0
2021_16_TB_CAR,2021,16,CAR,2021-12-26 13:00:00,70.3,3.2,9.4,0.004
2022_01_CLE_CAR,2022,1,CAR,2022-09-11 13:00:00,80.7,5.9,14.3,0.004
2022_03_NO_CAR,2022,3,CAR,2022-09-25 13:00:00,71.0,11.1,25.1,0.0
2022_04_ARI_CAR,2022,4,CAR,2022-10-02 16:00:00,65.4,14.0,26.8,0.0
2022_05_SF_CAR,2022,5,CAR,2022-10-09 16:00:00,66.2,2.9,9.6,0.0
2022_07_TB_CAR,2022,7,CAR,2022-10-23 13:00:00,68.1,4.5,12.1,0.0
2022_10_ATL_CAR,2022,10,CAR,2022-11-10 20:00:00,59.1,15.3,27.3,0.024
2022_12_DEN_CAR,2022,12,CAR,2022-11-27 13:00:00,65.4,19.0,32.0,0.028
2022_15_PIT_CAR,2022,15,CAR,2022-12-18 13:00:00,44.9,7.3,15.9,0.0
2022_16_DET_CAR,2022,16,CAR,2022-12-24 13:00:00,22.6,11.1,23.5,0.0
2023_02_NO_CAR,2023,2,CAR,2023-09-18 19:00:00,74.9,2.5,6.5,0.0
2023_04_MIN_CAR,2023,4,CAR,2023-10-01 13:00:00,78.7,8.5,18.1,0.0
2023_08_HOU_CAR,2023,8,CAR,2023-10-29 13:00:00,77.7,12.0,24.2,0.0
2023_09_IND_CAR,2023,9,CAR,2023-11-05 16:00:00,71.6,1.1,7.8,0.0
2023_11_DAL_CAR,2023,11,CAR,2023-11-19 13:00:00,59.4,4.3,13.0,0.0
2023_15_ATL_CAR,2023,15,CAR,2023-12-17 13:00:00,47.0,14.6,25.3,0.189
2023_16_GB_CAR,2023,16,CAR,2023-12-24 13:00:00,58.8,1.8,8.1,0.0
2023_18_TB_CAR,2023,18,CAR,2024-01-07 13:00:00,51.6,15.7,28.6,0.0
2024_02_LAC_CAR,2024,2,CAR,2024-09-15 13:00:00,80.6,15.0,31.1,0.0
2024_04_CIN_CAR,2024,4,CAR,2024-09-29 13:00:00,78.2,4.8,16.1,0.0
2024_06_ATL_CAR,2024,6,CAR,2024-10-13 16:00:00,78.5,9.6,18.6,0.0
2024_09_NO_CAR,2024,9,CAR,2024-11-03 13:00:00,64.0,7.5,18.1,0.0
2024_10_NYG_CAR,2024,10,CAR,2024-11-10 09:00:00,48.8,4.9,10.5,0.0
2024_12_KC_CAR,2024,12,CAR,2024-11-24 13:00:00,57.4,2.6,10.1,0.0
2024_13_TB_CAR,2024,13,CAR,2024-12-01 16:00:00,49.1,6.8,16.1,0.0
2024_15_DAL_CAR,2024,15,CAR,2024-12-15 13:00:00,44.9,7.3,17.2,0.0
2024_16_ARI_CAR,2024,16,CAR,2024-12-22 13:00:00,35.8,4.3,16.3,0.0
2025_03_ATL_CAR,2025,3,CAR,2025-09-21 13:00:00,81.6,6.0,16.6,0.0
2025_05_MIA_CAR,2025,5,CAR,2025-10-05 13:00:00,77.3,7.2,19.2,0.0
2025_06_DAL_CAR,2025,6,CAR,2025-10-12 13:00:00,66.9,15.4,37.8,0.0
2025_08_BUF_CAR,2025,8,CAR,2025-10-26 13:00:00,61.1,7.1,20.4,0.0
2025_10_NO_CAR,2025,10,CAR,2025-11-09 13:00:00,71.4,12.2,27.5,0.0
2025_13_LA_CAR,2025,13,CAR,2025-11-30 13:00:00,45.2,2.4,8.3,0.0
2025_16_TB_CAR,2025,16,CAR,2025-12-21 13:00:00,56.8,7.1,16.1,0.0
2025_17_SEA_CAR,2025,17,CAR,2025-12-28 13:00:00,46.0,3.8,11.4,0.0
2025_19_LA_CAR,2025,19,CAR,2026-01-10 16:00:00,73.9,16.4,36.9,0.0
2013_01_CIN_CHI,2013,1,CHI,2013-09-08 12:00:00,74.9,11.7,21.0,0.0
2013_02_MIN_CHI,2013,2,CHI,2013-09-15 12:00:00,62.6,7.3,19.5,0.0
2013_05_NO_CHI,2013,5,CHI,2013-10-06 12:00:00,60.4,9.4,22.6,0.0
2013_06_NYG_CHI,2013,6,CHI,2013-10-10 19:00:00,67.6,6.9,8.9,0.0
2013_10_DET_CHI,2013,10,CHI,2013-11-10 12:00:00,42.7,9.7,23.5,0.0
2013_11_BAL_CHI,2013,11,CHI,2013-11-17 12:00:00,60.1,26.5,52.6,0.012
2013_14_DAL_CHI,2013,14,CHI,2013-12-09 19:00:00,15.1,15.2,30.2,0.0
2013_17_GB_CHI,2013,17,CHI,2013-12-29 15:00:00,25.6,15.3,28.0,0.0
2014_01_BUF_CHI,2014,1,CHI,2014-09-07 12:00:00,70.5,1.2,7.6,0.0
2014_04_GB_CHI,2014,4,CHI,2014-09-28 12:00:00,67.6,4.2,9.4,0.0
2014_07_MIA_CHI,2014,7,CHI,2014-10-19 12:00:00,49.6,9.5,21.7,0.0
2014_11_MIN_CHI,2014,11,CHI,2014-11-16 12:00:00,31.9,8.7,18.1,0.0
2014_12_TB_CHI,2014,12,CHI,2014-11-23 12:00:00,47.7,12.3,24.4,0.004
2014_14_DAL_CHI,2014,14,CHI,2014-12-04 19:00:00,34.3,5.7,13.9,0.0
2014_15_NO_CHI,2014,15,CHI,2014-12-15 19:00:00,42.3,10.7,21.9,0.063
2014_16_DET_CHI,2014,16,CHI,2014-12-21 12:00:00,33.9,12.5,20.6,0.0
2015_01_GB_CHI,2015,1,CHI,2015-09-13 12:00:00,63.9,7.6,17.4,0.0
2015_02_ARI_CHI,2015,2,CHI,2015-09-20 12:00:00,65.3,5.5,11.2,0.0
2015_04_OAK_CHI,2015,4,CHI,2015-10-04 12:00:00,53.4,10.3,19.9,0.0
2015_08_MIN_CHI,2015,8,CHI,2015-11-01 12:00:00,56.0,10.6,20.4,0.0
2015_11_DEN_CHI,2015,11,CHI,2015-11-22 12:00:00,21.6,6.4,14.3,0.0
2015_13_SF_CHI,2015,13,CHI,2015-12-06 12:00:00,41.2,6.8,16.1,0.0
2015_14_WAS_CHI,2015,14,CHI,2015-12-13 12:00:00,54.4,15.3,21.9,0.0
2015_17_DET_CHI,2015,17,CHI,2016-01-03 12:00:00,31.2,13.0,25.1,0.0
2016_02_PHI_CHI,2016,2,CHI,2016-09-19 19:00:00,76.1,7.4,15.7,0.0
2016_04_DET_CHI,2016,4,CHI,2016-10-02 12:00:00,63.6,5.3,13.6,0.0
2016_06_JAX_CHI,2016,6,CHI,2016-10-16 12:00:00,65.3,8.7,22.4,0.008
2016_08_MIN_CHI,2016,8,CHI,2016-10-31 19:00:00,56.6,13.4,25.7,0.0
2016_12_TEN_CHI,2016,12,CHI,2016-11-27 12:00:00,43.3,10.7,20.4,0.0
2016_13_SF_CHI,2016,13,CHI,2016-12-04 12:00:00,34.6,7.3,17.4,0.02
2016_15_GB_CHI,2016,15,CHI,2016-12-18 12:00:00,7.5,12.0,24.4,0.0
2016_16_WAS_CHI,2016,16,CHI,2016-12-24 12:00:00,33.5,1.9,8.3,0.0
2017_01_ATL_CHI,2017,1,CHI,2017-09-10 12:00:00,64.2,9.3,17.7,0.0
2017_03_PIT_CHI,2017,3,CHI,2017-09-24 12:00:00,86.3,7.4,15.9,0.0
2017_05_MIN_CHI,2017,5,CHI,2017-10-09 19:00:00,68.3,4.3,6.0,0.0
2017_07_CAR_CHI,2017,7,CHI,2017-10-22 12:00:00,69.8,17.5,25.7,0.0
2017_10_GB_CHI,2017,10,CHI,2017-11-12 12:00:00,41.4,4.5,7.8,0.008
2017_11_DET_CHI,2017,11,CHI,2017-11-19 12:00:00,33.8,15.3,24.6,0.0
2017_13_SF_CHI,2017,13,CHI,2017-12-03 12:00:00,46.2,5.5,11.0,0.0
2017_16_CLE_CHI,2017,16,CHI,2017-12-24 12:00:00,25.3,6.7,11.0,0.043
2018_02_SEA_CHI,2018,2,CHI,2018-09-17 19:00:00,78.6,5.0,7.4,0.0
2018_04_TB_CHI,2018,4,CHI,2018-09-30 12:00:00,63.6,3.5,8.1,0.02
2018_07_NE_CHI,2018,7,CHI,2018-10-21 12:00:00,42.4,10.2,18.3,0.0
2018_08_NYJ_CHI,2018,8,CHI,2018-10-28 12:00:00,49.9,21.5,32.4,0.004
2018_10_DET_CHI,2018,10,CHI,2018-11-11 12:00:00,36.2,13.6,23.3,0.0
2018_11_MIN_CHI,2018,11,CHI,2018-11-18 19:00:00,32.5,8.1,10.3,0.0
2018_14_LA_CHI,2018,14,CHI,2018-12-09 19:00:00,25.1,4.7,5.1,0.0
2018_15_GB_CHI,2018,15,CHI,2018-12-16 12:00:00,42.3,8.4,14.1,0.0
2018_18_PHI_CHI,2018,18,CHI,2019-01-06 15:00:00,36.9,11.8,20.8,0.0
2019_01_GB_CHI,2019,1,CHI,2019-09-05 19:00:00,65.9,8.9,15.2,0.0
2019_04_MIN_CHI,2019,4,CHI,2019-09-29 15:00:00,65.9,8.4,17.0,0.0
2019_07_NO_CHI,2019,7,CHI,2019-10-20 15:00:00,54.2,6.3,14.1,0.0
2019_08_LAC_CHI,2019,8,CHI,2019-10-27 12:00:00,52.2,7.9,17.0,0.0
2019_10_DET_CHI,2019,10,CHI,2019-11-10 12:00:00,40.8,11.0,17.2,0.004
2019_12_NYG_CHI,2019,12,CHI,2019-11-24 12:00:00,44.8,15.0,23.5,0.0
2019_14_DAL_CHI,2019,14,CHI,2019-12-05 19:00:00,39.9,10.2,12.3,0.0
2019_16_KC_CHI,2019,16,CHI,2019-12-22 19:00:00,40.7,13.5,18.3,0.0
2020_02_NYG_CHI,2020,2,CHI,2020-09-20 12:00:00,64.7,11.1,19.5,0.0
2020_04_IND_CHI,2020,4,CHI,2020-10-04 15:00:00,53.1,13.9,24.2,0.0
2020_05_TB_CHI,2020,5,CHI,2020-10-08 19:00:00,56.9,8.6,12.1,0.0
2020_08_NO_CHI,2020,8,CHI,2020-11-01 15:00:00,38.6,25.2,38.7,0.0
2020_10_MIN_CHI,2020,10,CHI,2020-11-16 19:00:00,41.6,10.4,13.9,0.0
2020_13_DET_CHI,2020,13,CHI,2020-12-06 12:00:00,35.1,5.9,12.3,0.0
2020_14_HOU_CHI,2020,14,CHI,2020-12-13 12:00:00,31.5,3.9,10.1,0.0
2020_17_GB_CHI,2020,17,CHI,2021-01-03 15:00:00,36.3,7.4,13.0,0.0
2021_02_CIN_CHI,2021,2,CHI,2021-09-19 12:00:00,79.4,8.3,16.8,0.0
2021_04_DET_CHI,2021,4,CHI,2021-10-03 12:00:00,72.1,3.4,11.9,0.0
2021_06_GB_CHI,2021,6,CHI,2021-10-17 12:00:00,61.6,9.8,15.9,0.0
2021_08_SF_CHI,2021,8,CHI,2021-10-31 12:00:00,53.2,15.7,23.9,0.0
2021_11_BAL_CHI,2021,11,CHI,2021-11-21 12:00:00,47.3,11.5,18.1,0.0
2021_13_ARI_CHI,2021,13,CHI,2021-12-05 12:00:00,35.6,15.1,22.8,0.059
2021_15_MIN_CHI,2021,15,CHI,2021-12-20 19:00:00,34.1,8.0,11.4,0.0
2021_17_NYG_CHI,2021,17,CHI,2022-01-02 12:00:00,21.3,16.1,22.8,0.0
2022_01_SF_CHI,2022,1,CHI,2022-09-11 12:00:00,68.5,5.8,16.1,0.016
2022_03_HOU_CHI,2022,3,CHI,2022-09-25 12:00:00,65.6,13.1,22.1,0.0
2022_06_WAS_CHI,2022,6,CHI,2022-10-13 19:00:00,44.4,11.7,24.4,0.0
2022_09_MIA_CHI,2022,9,CHI,2022-11-06 12:00:00,56.5,21.2,31.3,0.0
2022_10_DET_CHI,2022,10,CHI,2022-11-13 12:00:00,35.2,9.8,19.2,0.0
2022_13_GB_CHI,2022,13,CHI,2022-12-04 12:00:00,34.2,14.7,22.4,0.0
2022_15_PHI_CHI,2022,15,CHI,2022-12-18 12:00:00,22.6,15.7,24.8,0.0
2022_16_BUF_CHI,2022,16,CHI,2022-12-24 12:00:00,9.7,20.8,31.1,0.0
2022_18_MIN_CHI,2022,18,CHI,2023-01-08 12:00:00,31.9,1.6,6.3,0.0
2023_01_GB_CHI,2023,1,CHI,2023-09-10 15:00:00,73.7,8.7,16.3,0.0
2023_04_DEN_CHI,2023,4,CHI,2023-10-01 12:00:00,75.3,3.2,8.5,0.0
2023_06_MIN_CHI,2023,6,CHI,2023-10-15 12:00:00,53.0,16.8,25.9,0.0
2023_07_LV_CHI,2023,7,CHI,2023-10-22 12:00:00,51.8,7.2,16.3,0.0
2023_10_CAR_CHI,2023,10,CHI,2023-11-09 19:00:00,46.0,10.7,15.9,0.0
2023_14_DET_CHI,2023,14,CHI,2023-12-10 12:00:00,35.7,11.5,18.3,0.0
2023_16_ARI_CHI,2023,16,CHI,2023-12-24 15:00:00,54.9,11.2,17.2,0.0
2023_17_ATL_CHI,2023,17,CHI,2023-12-31 12:00:00,32.5,11.8,17.7,0.008
2024_01_TEN_CHI,2024,1,CHI,2024-09-08 12:00:00,68.6,9.6,19.2,0.0
2024_04_LA_CHI,2024,4,CHI,2024-09-29 12:00:00,66.0,16.0,24.2,0.004
2024_05_CAR_CHI,2024,5,CHI,2024-10-06 12:00:00,72.5,17.9,28.0,0.0
2024_06_JAX_CHI,2024,6,CHI,2024-10-13 08:00:00,58.7,7.5,10.7,0.0
2024_10_NE_CHI,2024,10,CHI,2024-11-10 12:00:00,60.0,16.4,24.2,0.0
2024_11_GB_CHI,2024,11,CHI,2024-11-17 12:00:00,53.7,7.5,17.9,0.0
2024_12_MIN_CHI,2024,12,CHI,2024-11-24 12:00:00,43.5,5.4,14.3,0.0
2024_16_DET_CHI,2024,16,CHI,2024-12-22 12:00:00,26.1,7.5,17.4,0.0
2024_17_SEA_CHI,2024,17,CHI,2024-12-26 19:00:00,44.5,8.1,15.4,0.0
2025_01_MIN_CHI,2025,1,CHI,2025-09-08 19:00:00,65.7,4.6,11.9,0.0
2025_03_DAL_CHI,2025,3,CHI,2025-09-21 15:00:00,76.6,7.4,21.0,0.0
2025_07_NO_CHI,2025,7,CHI,2025-10-19 12:00:00,51.5,12.5,30.9,0.012
2025_10_NYG_CHI,2025,10,CHI,2025-11-09 12:00:00,31.9,15.7,34.9,0.004
2025_12_PIT_CHI,2025,12,CHI,2025-11-23 12:00:00,47.3,3.8,12.5,0.0
2025_15_CLE_CHI,2025,15,CHI,2025-12-14 12:00:00,2.9,9.6,21.3,0.0
2025_16_GB_CHI,2025,16,CHI,2025-12-20 19:00:00,37.3,12.8,24.4,0.0
2025_18_DET_CHI,2025,18,CHI,2026-01-04 15:00:00,30.7,4.3,11.0,0.0
2025_19_GB_CHI,2025,19,CHI,2026-01-10 19:00:00,33.4,9.6,21.5,0.004
2025_20_LA_CHI,2025,20,CHI,2026-01-18 17:00:00,18.3,8.0,23.3,0.004
2013_02_PIT_CIN,2013,2,CIN,2013-09-16 20:00:00,68.2,6.1,12.3,0.0
2013_03_GB_CIN,2013,3,CIN,2013-09-22 13:00:00,64.4,5.5,16.8,0.0
2013_05_NE_CIN,2013,5,CIN,2013-10-06 13:00:00,71.0,11.4,30.4,0.012
2013_08_NYJ_CIN,2013,8,CIN,2013-10-27 16:00:00,57.0,3.0,11.2,0.0
2013_11_CLE_CIN,2013,11,CIN,2013-11-17 13:00:00,61.6,14.4,38.9,0.028
2013_14_IND_CIN,2013,14,CIN,2013-12-08 13:00:00,27.8,6.3,19.0,0.016
2013_16_MIN_CIN,2013,16,CIN,2013-12-22 13:00:00,55.8,13.0,27.3,0.0
2013_17_BAL_CIN,2013,17,CIN,2013-12-29 13:00:00,41.3,7.5,15.0,0.024
2013_18_SD_CIN,2013,18,CIN,2014-01-05 13:00:00,40.8,7.6,18.8,0.0
2014_02_ATL_CIN,2014,2,CIN,2014-09-14 13:00:00,65.9,2.6,12.1,0.0
2014_03_TEN_CIN,2014,3,CIN,2014-09-21 13:00:00,75.3,11.5,29.5,0.0
2014_06_CAR_CIN,2014,6,CIN,2014-10-12 13:00:00,61.3,5.2,15.4,0.0
2014_08_BAL_CIN,2014,8,CIN,2014-10-26 13:00:00,62.7,2.6,9.4,0.0
2014_09_JAX_CIN,2014,9,CIN,2014-11-02 13:00:00,43.2,1.8,10.7,0.0
2014_10_CLE_CIN,2014,10,CIN,2014-11-06 20:00:00,45.3,14.2,32.7,0.0
2014_14_PIT_CIN,2014,14,CIN,2014-12-07 13:00:00,39.2,8.1,21.5,0.0
2014_16_DEN_CIN,2014,16,CIN,2014-12-22 20:00:00,43.3,8.8,18.6,0.0
2015_02_SD_CIN,2015,2,CIN,2015-09-20 13:00:00,69.3,8.1,21.3,0.0
2015_04_KC_CIN,2015,4,CIN,2015-10-04 13:00:00,69.4,8.7,19.7,0.0
2015_05_SEA_CIN,2015,5,CIN,2015-10-11 13:00:00,68.3,4.8,14.8,0.0
2015_09_CLE_CIN,2015,9,CIN,2015-11-05 20:00:00,68.2,7.4,13.2,0.0
2015_10_HOU_CIN,2015,10,CIN,2015-11-16 20:00:00,52.2,3.8,6.5,0.0
2015_12_STL_CIN,2015,12,CIN,2015-11-29 13:00:00,42.9,7.2,16.6,0.0
2015_14_PIT_CIN,2015,14,CIN,2015-12-13 13:00:00,61.3,7.8,15.4,0.0
2015_17_BAL_CIN,2015,17,CIN,2016-01-03 13:00:00,37.0,7.3,17.7,0.0
2015_18_PIT_CIN,2015,18,CIN,2016-01-09 20:00:00,49.9,6.4,13.4,0.0
2016_03_DEN_CIN,2016,3,CIN,2016-09-25 13:00:00,81.8,1.4,9.2,0.0
2016_04_MIA_CIN,2016,4,CIN,2016-09-29 20:00:00,61.1,4.2,10.7,0.012
2016_07_CLE_CIN,2016,7,CIN,2016-10-23 13:00:00,65.5,9.5,23.0,0.0
2016_08_WAS_CIN,2016,8,CIN,2016-10-30 09:00:00,63.2,8.4,16.3,0.0
2016_11_BUF_CIN,2016,11,CIN,2016-11-20 13:00:00,37.7,9.6,24.4,0.0
2016_13_PHI_CIN,2016,13,CIN,2016-12-04 13:00:00,43.8,7.6,19.0,0.0
2016_15_PIT_CIN,2016,15,CIN,2016-12-18 13:00:00,27.6,9.6,25.5,0.0
2016_17_BAL_CIN,2016,17,CIN,2017-01-01 13:00:00,42.0,3.8,10.5,0.0
2017_01_BAL_CIN,2017,1,CIN,2017-09-10 13:00:00,68.6,7.9,19.7,0.0
2017_02_HOU_CIN,2017,2,CIN,2017-09-14 20:00:00,68.0,1.8,5.1,0.0
2017_05_BUF_CIN,2017,5,CIN,2017-10-08 13:00:00,65.8,6.5,13.4,0.051
2017_08_IND_CIN,2017,8,CIN,2017-10-29 13:00:00,40.1,7.6,17.2,0.0
2017_12_CLE_CIN,2017,12,CIN,2017-11-26 13:00:00,45.4,5.5,14.1,0.0
2017_13_PIT_CIN,2017,13,CIN,2017-12-04 20:00:00,57.9,13.1,25.9,0.0
2017_14_CHI_CIN,2017,14,CIN,2017-12-10 13:00:00,33.0,12.0,26.2,0.0
2017_16_DET_CIN,2017,16,CIN,2017-12-24 13:00:00,37.3,3.1,14.3,0.0
2018_02_BAL_CIN,2018,2,CIN,2018-09-13 20:00:00,77.1,2.8,6.3,0.0
2018_05_MIA_CIN,2018,5,CIN,2018-10-07 13:00:00,83.4,4.8,17.4,0.004
2018_06_PIT_CIN,2018,6,CIN,2018-10-14 13:00:00,51.0,6.6,16.1,0.0
2018_08_TB_CIN,2018,8,CIN,2018-10-28 13:00:00,58.4,13.6,30.4,0.008
2018_10_NO_CIN,2018,10,CIN,2018-11-11 13:00:00,37.8,5.6,14.5,0.0
2018_12_CLE_CIN,2018,12,CIN,2018-11-25 13:00:00,55.1,5.1,13.4,0.0
2018_13_DEN_CIN,2018,13,CIN,2018-12-02 13:00:00,61.9,14.9,30.6,0.0
2018_15_OAK_CIN,2018,15,CIN,2018-12-16 13:00:00,45.9,1.3,13.6,0.0
2019_02_SF_CIN,2019,2,CIN,2019-09-15 13:00:00,81.5,6.3,16.3,0.0
2019_05_ARI_CIN,2019,5,CIN,2019-10-06 13:00:00,76.7,8.8,29.1,0.0
2019_07_JAX_CIN,2019,7,CIN,2019-10-20 13:00:00,68.6,1.3,8.3,0.0
2019_10_BAL_CIN,2019,10,CIN,2019-11-10 13:00:00,54.3,9.4,21.3,0.0
2019_12_PIT_CIN,2019,12,CIN,2019-11-24 13:00:00,41.7,11.4,24.4,0.0
2019_13_NYJ_CIN,2019,13,CIN,2019-12-01 13:00:00,47.5,15.0,35.3,0.004
2019_15_NE_CIN,2019,15,CIN,2019-12-15 13:00:00,35.4,3.2,12.3,0.0
2019_17_CLE_CIN,2019,17,CIN,2019-12-29 13:00:00,61.3,13.2,29.3,0.063
2020_01_LAC_CIN,2020,1,CIN,2020-09-13 16:00:00,82.2,4.2,12.3,0.0
2020_04_JAX_CIN,2020,4,CIN,2020-10-04 13:00:00,64.6,6.9,17.4,0.0
2020_07_CLE_CIN,2020,7,CIN,2020-10-25 13:00:00,48.8,7.4,19.0,0.0
2020_08_TEN_CIN,2020,8,CIN,2020-11-01 13:00:00,49.6,17.8,37.8,0.0
2020_12_NYG_CIN,2020,12,CIN,2020-11-29 13:00:00,48.9,5.6,14.5,0.0
2020_14_DAL_CIN,2020,14,CIN,2020-12-13 13:00:00,44.0,0.5,8.1,0.0
2020_15_PIT_CIN,2020,15,CIN,2020-12-21 20:00:00,43.1,12.8,25.9,0.0
2020_17_BAL_CIN,2020,17,CIN,2021-01-03 13:00:00,38.0,11.2,22.6,0.0
2021_01_MIN_CIN,2021,1,CIN,2021-09-12 13:00:00,84.7,11.9,26.6,0.0
2021_04_JAX_CIN,2021,4,CIN,2021-09-30 20:00:00,67.1,5.2,9.2,0.0
2021_05_GB_CIN,2021,5,CIN,2021-10-10 13:00:00,80.4,10.1,22.8,0.0
2021_09_CLE_CIN,2021,9,CIN,2021-11-07 13:00:00,55.9,1.9,8.1,0.0
