run_at,season,week,game_id,bet,odds,stake,stake_pct,book,spread_edge,total_edge,p_cover
2026-09-24 16:06 UTC,2026,3,2026_03_KC_MIA,MIA +10.5,-105,1.0,1.34,DraftKings,4.23,-0.02,0.654
