run_at,season,week,game_id,bet,odds,stake,stake_pct,book,spread_edge,total_edge,p_cover
2026-09-25 04:13 UTC,2026,3,2026_03_KC_MIA,MIA +10.5,-108,1.0,0.97,DraftKings,4.19,1.66,0.653
