run_at,season,week,game_id,bet,odds,stake,stake_pct,book,spread_edge,total_edge,p_cover
2026-09-23 02:44 UTC,2026,3,2026_03_KC_MIA,MIA +11.5,-110,1.0,1.37,Draft Kings,4.71,-0.06,0.652
