run_at,season,week,game_id,bet,odds,stake,stake_pct,book,spread_edge,total_edge,p_cover
2026-09-25 02:34 UTC,2026,3,2026_03_SEA_WAS,WAS +7.5,-110,1.0,,DraftKings,1.87,3.09,0.611
