run_at,season,week,game_id,bet,odds,stake,stake_pct,book,spread_edge,total_edge,p_cover
2026-09-25 20:31 UTC,2026,3,2026_03_KC_MIA,MIA +10.5,-108,1.0,0.81,DraftKings,4.02,2.68,0.648
