run_at,season,week,game_id,bet,odds,stake,stake_pct,book,spread_edge,total_edge,p_cover
2026-09-24 00:27 UTC,2026,3,2026_03_KC_MIA,MIA +11.5,-110,1.0,0.97,DraftKings,4.88,-0.55,0.659
