variant,team_mae_2019-22,margin_mae_2019-22,total_mae_2019-22,ats5_2019-22,ats5_pct_2019-22,ats4_2019-22,n_2019-22,team_mae_2023-25,margin_mae_2023-25,total_mae_2023-25,ats5_2023-25,ats5_pct_2023-25,ats4_2023-25,n_2023-25
base (18),7.4088,10.0984,10.6244,48-40,0.545,84-77,1055,7.3157,10.0633,10.2957,29-18,0.617,60-39,816
+ own special-teams rating,7.407,10.0994,10.6244,52-47,0.525,97-81,1055,7.3175,10.0765,10.2957,36-22,0.621,66-44,816
+ own and opponent special-teams rating,7.4062,10.1057,10.6244,53-49,0.52,104-86,1055,7.321,10.0798,10.2957,38-22,0.633,62-46,816
+ kicker value,7.4065,10.0916,10.6244,51-41,0.554,89-80,1055,7.3225,10.0653,10.2957,27-16,0.628,58-39,816
+ punter value,7.4084,10.0976,10.6244,54-43,0.557,94-79,1055,7.314,10.0648,10.2957,26-20,0.565,61-44,816
+ kicker + punter,7.4053,10.0905,10.6244,55-40,0.579,92-80,1055,7.3204,10.068,10.2957,28-18,0.609,56-43,816
"+ special teams (own, opp) + kicker",7.4012,10.1004,10.6244,58-48,0.547,107-84,1055,7.3254,10.0826,10.2957,35-24,0.593,64-46,816
