variant,team_mae_2019-22,margin_mae_2019-22,total_mae_2019-22,ats5_2019-22,ats5_pct_2019-22,ats4_2019-22,n_2019-22,team_mae_2023-25,margin_mae_2023-25,total_mae_2023-25,ats5_2023-25,ats5_pct_2023-25,ats4_2023-25,n_2023-25
base (20),7.3694,10.0235,10.6364,49-34,0.59,94-71,1055,7.2995,9.9965,10.2709,24-18,0.571,50-34,816
+ QB changed early,7.3717,10.031,10.6364,51-33,0.607,92-75,1055,7.303,9.9903,10.2709,25-18,0.581,48-34,816
+ value-weighted offensive turnover,7.37,10.0259,10.6364,48-34,0.585,94-72,1055,7.2997,9.9971,10.2709,24-18,0.571,49-33,816
value-weighted replacing snap turnover,7.383,10.0329,10.6364,50-37,0.575,87-68,1055,7.3006,10.0273,10.2709,21-16,0.568,44-37,816
