variant,team_mae_2019-22,margin_mae_2019-22,total_mae_2019-22,ats5_2019-22,ats5_pct_2019-22,ats4_2019-22,n_2019-22,team_mae_2023-25,margin_mae_2023-25,total_mae_2023-25,ats5_2023-25,ats5_pct_2023-25,ats4_2023-25,n_2023-25
current,7.4026,10.052,10.6364,51-33,0.607,87-74,1055,7.3035,10.0396,10.2709,21-16,0.568,55-36,816
+ rating gap,7.4026,10.052,10.636,51-33,0.607,87-74,1055,7.3035,10.0396,10.2658,21-16,0.568,55-36,816
+ market total,7.4026,10.052,10.5101,51-33,0.607,87-74,1055,7.3035,10.0396,10.1239,21-16,0.568,55-36,816
+ pace,7.4026,10.052,10.6481,51-33,0.607,87-74,1055,7.3035,10.0396,10.2714,21-16,0.568,55-36,816
+ gap + market total,7.4026,10.052,10.5091,51-33,0.607,87-74,1055,7.3035,10.0396,10.1311,21-16,0.568,55-36,816
+ gap + market + pace,7.4026,10.052,10.513,51-33,0.607,87-74,1055,7.3035,10.0396,10.1306,21-16,0.568,55-36,816
