variant,team_mae_2019-22,margin_mae_2019-22,total_mae_2019-22,ats5_2019-22,ats5_pct_2019-22,ats4_2019-22,n_2019-22,team_mae_2023-25,margin_mae_2023-25,total_mae_2023-25,ats5_2023-25,ats5_pct_2023-25,ats4_2023-25,n_2023-25
"ridge, refit each season",7.3752,10.0331,10.624,55-35,0.611,95-68,1055,7.294,9.9737,10.3075,21-16,0.568,49-31,816
"boosted trees, depth 3, 300 rounds",7.4368,10.1309,10.6825,80-68,0.541,139-111,1055,7.3569,10.07,10.3014,33-36,0.478,63-62,816
"boosted trees, depth 2, 600 rounds",7.4208,10.1509,10.6572,92-71,0.564,128-114,1055,7.3609,10.0943,10.3125,37-33,0.529,65-60,816
"boosted trees, depth 4, 200 rounds",7.4568,10.1919,10.7053,93-72,0.564,136-111,1055,7.3584,10.0933,10.2967,40-29,0.58,65-59,816
