variant,team_mae_2019-22,margin_mae_2019-22,total_mae_2019-22,ats5_2019-22,ats5_pct_2019-22,ats4_2019-22,n_2019-22,team_mae_2023-25,margin_mae_2023-25,total_mae_2023-25,ats5_2023-25,ats5_pct_2023-25,ats4_2023-25,n_2023-25
base (18),7.4088,10.0984,10.6244,48-40,0.545,84-77,1055,7.3157,10.0633,10.2957,29-18,0.617,60-39,816
+ opponent defenders' value out,7.4118,10.1057,10.6244,49-37,0.57,86-77,1055,7.3103,10.0539,10.2957,28-21,0.571,62-41,816
"+ own defenders' value out (for pa side, via opp)",7.4099,10.0995,10.6244,48-41,0.539,84-77,1055,7.3162,10.0652,10.2957,27-19,0.587,59-42,816
+ own linemen on/off out,7.4141,10.0956,10.6244,48-36,0.571,87-80,1055,7.3158,10.0689,10.2957,27-19,0.587,57-41,816
+ opponent linemen out,7.4101,10.0988,10.6244,46-39,0.541,87-77,1055,7.3175,10.0672,10.2957,27-18,0.6,60-40,816
+ availability-weighted skill offense,7.41,10.0926,10.6244,47-36,0.566,82-71,1055,7.3209,10.0605,10.2957,24-17,0.585,59-36,816
availability-weighted replacing value out,7.4182,10.1204,10.6244,48-34,0.585,79-76,1055,7.3314,10.0904,10.2957,24-15,0.615,56-42,816
+ opponent defenders' value out + own linemen out,7.4165,10.1036,10.6244,49-35,0.583,87-81,1055,7.3106,10.0594,10.2957,29-20,0.592,59-44,816
