variant,team_mae_2019-22,margin_mae_2019-22,total_mae_2019-22,ats5_2019-22,ats5_pct_2019-22,ats4_2019-22,n_2019-22,team_mae_2023-25,margin_mae_2023-25,total_mae_2023-25,ats5_2023-25,ats5_pct_2023-25,ats4_2023-25,n_2023-25
flat prior (current),7.4088,10.0984,10.6244,48-40,0.545,84-77,1055,7.3157,10.0633,10.2957,29-18,0.617,60-39,816
prior by draft slot,7.4135,10.0939,10.6297,48-37,0.565,84-79,1055,7.3115,10.0554,10.2852,29-18,0.617,60-37,816
