variant,team_mae_2019-22,margin_mae_2019-22,total_mae_2019-22,ats5_2019-22,ats5_pct_2019-22,ats4_2019-22,n_2019-22,team_mae_2023-25,margin_mae_2023-25,total_mae_2023-25,ats5_2023-25,ats5_pct_2023-25,ats4_2023-25,n_2023-25
base,7.417,10.1088,10.6244,42-35,0.545,92-73,1055,7.331,10.0723,10.2957,28-19,0.596,58-39,816
+ own offensive snaps out + opponent defensive snaps out,7.4088,10.0984,10.6244,48-40,0.545,84-77,1055,7.3157,10.0633,10.2957,29-18,0.617,60-39,816
+ the pair + own OL out,7.408,10.0981,10.6244,48-39,0.552,85-78,1055,7.3172,10.0652,10.2957,28-18,0.609,61-39,816
+ all four,7.4059,10.0952,10.6244,48-41,0.539,85-77,1055,7.3183,10.0634,10.2957,28-18,0.609,60-41,816
