,rec,rush,pass
intercept,4.8365045293517355,10.350431575927317,84.47404819802664
engine,0.6521330319701174,0.5795140685102911,0.36490024178116204
so_far_w,0.5037212007550202,0.27589079618697776,0.7090945479905072
last_season,0.20275467140670017,0.11402895358781678,0.23897921818586834
engine_w,-0.5303310060407426,-0.13760164489106513,-0.7067168384122476
